clearepoch,energy,energy_std,learning_rate
68,-17.911938,0.9145375,0.006
69,-17.934551,0.73030853,0.006
70,-17.931862,0.87864023,0.006
71,-17.928383,0.93335396,0.006
72,-17.944305,0.82206607,0.006
73,-17.916903,0.8566916,0.006
74,-17.927526,0.8339818,0.006
75,-17.921465,0.7471029,0.006
76,-17.964497,0.7797873,0.006
77,-17.937523,0.900575,0.006
78,-17.928465,0.8352484,0.006
79,-17.92,0.86392796,0.006
80,-17.924406,0.82682073,0.006
81,-17.934637,0.902509,0.006
82,-17.928144,0.78648376,0.006
83,-17.946726,0.7852798,0.006
84,-17.950315,0.8180766,0.006
85,-17.95046,0.8049593,0.006
86,-17.953222,0.83516854,0.006
87,-17.9211,0.91650003,0.006
88,-17.884563,0.84615487,0.006
89,-17.9428,0.7846974,0.006
90,-17.960218,0.81004184,0.006
91,-17.927309,0.9744306,0.006
92,-17.93522,0.80634236,0.006
93,-17.925726,0.8670242,0.006
94,-17.948774,0.82391757,0.006
95,-17.944254,0.8145401,0.006
96,-17.926321,0.9035245,0.006
97,-17.933956,0.90526474,0.006
98,-17.945808,0.82343173,0.006
99,-17.921827,0.7709731,0.006
100,-17.965744,0.770184,0.006
101,-17.93511,0.8605556,0.006
102,-17.943403,0.9364248,0.006
103,-17.937511,0.7736085,0.006
104,-17.923422,0.81268644,0.006
105,-17.933977,0.8005647,0.006
106,-17.910997,0.83691573,0.006
107,-17.93507,0.82092667,0.006
108,-17.933083,0.7650089,0.006
109,-17.93879,0.8820122,0.006
110,-17.94743,0.82528454,0.006
111,-17.933956,0.7790839,0.006
112,-17.969543,0.8369211,0.006
113,-17.89785,0.76149666,0.006
114,-17.931961,0.8838641,0.006
115,-17.946232,0.8270827,0.006
116,-17.962934,0.8386733,0.006
117,-17.94391,0.75192636,0.006
118,-17.911587,0.87451446,0.006
119,-17.932398,0.8478399,0.006
120,-17.928225,0.8593506,0.006
121,-17.918688,0.8161432,0.006
122,-17.923275,0.8303236,0.006
123,-17.940935,0.7795205,0.006
124,-17.948885,0.8242413,0.006
125,-17.93474,0.8162664,0.006
126,-17.948105,0.75090635,0.006
127,-17.938656,0.7354042,0.006
128,-17.936676,0.8533018,0.006
129,-17.943623,0.86491936,0.006
130,-17.91356,0.8571719,0.006
131,-17.917463,0.8558905,0.006
132,-17.955801,0.7982086,0.006
133,-17.9113,0.92228276,0.006
134,-17.922735,0.73577344,0.006
135,-17.917086,0.94850177,0.006
136,-17.923271,0.8035726,0.006
137,-17.942793,0.8326441,0.006
138,-17.94268,0.84163725,0.006
139,-17.926725,0.8274866,0.006
140,-17.92179,0.85596544,0.006
141,-17.933155,0.73610616,0.006
142,-17.92649,0.8742092,0.006
143,-17.896765,0.82773966,0.006
144,-17.952034,0.83823746,0.006
145,-17.971066,0.773466,0.006
146,-17.934252,0.85991806,0.006
147,-17.936785,0.80256504,0.006
148,-17.936308,0.76123464,0.006
149,-17.923737,0.7803563,0.006
150,-17.944532,0.7963895,0.006
151,-17.92744,0.77146804,0.006
152,-17.942457,0.8061649,0.006
153,-17.945719,0.8168198,0.006
154,-17.92405,0.79972786,0.006
155,-17.942793,0.80707514,0.006
156,-17.938232,0.82578295,0.006
157,-17.889418,0.8595639,0.006
158,-17.942028,0.8200455,0.006
159,-17.934906,0.84427154,0.006
160,-17.937689,0.84720486,0.006
161,-17.923151,0.8199133,0.006
162,-17.891409,0.78500473,0.006
163,-17.90615,0.8071826,0.006
164,-17.92169,0.7992038,0.006
165,-17.937675,0.79338855,0.006
166,-17.970413,0.7834188,0.006
167,-17.935295,0.77057993,0.006
168,-17.912395,0.929003,0.006
169,-17.916132,0.8945943,0.006
170,-17.93898,0.7781194,0.006
171,-17.934265,0.9556475,0.006
172,-17.900707,0.8367543,0.006
173,-17.9119,0.7655956,0.006
174,-17.910309,0.9887686,0.006
175,-17.918476,0.81350577,0.006
176,-17.933863,0.85190254,0.006
177,-17.917227,0.78654474,0.006
178,-17.920605,0.8354481,0.006
179,-17.940538,0.8297637,0.006
180,-17.93024,0.9574332,0.006
181,-17.925976,0.8303286,0.006
182,-17.934402,0.7691421,0.006
183,-17.901419,0.7787792,0.006
184,-17.943274,0.7997665,0.006
185,-17.952501,0.8453,0.006
186,-17.921179,0.83182466,0.006
187,-17.9265,0.8990248,0.006
188,-17.913473,0.79873526,0.006
189,-17.970095,0.80875134,0.006
190,-17.931746,0.9209501,0.006
191,-17.959473,0.8268121,0.006
192,-17.951046,0.76706904,0.006
193,-17.912039,0.8492756,0.006
194,-17.908113,0.8895369,0.006
195,-17.946098,0.7916323,0.006
196,-17.960335,0.74178445,0.006
197,-17.97204,0.78434986,0.006
198,-17.915234,0.92622536,0.006
199,-17.941004,0.7951946,0.006
200,-17.910429,0.7891946,0.006
201,-17.971344,0.8658542,0.006
202,-17.922611,0.83444077,0.006
203,-17.95273,0.79432493,0.006
204,-17.943722,0.7221345,0.006
205,-17.914812,0.9274934,0.006
206,-17.926512,0.9461189,0.006
207,-17.941303,0.7659399,0.006
208,-17.952318,0.8241778,0.006
209,-17.95244,0.82955676,0.006
210,-17.929987,0.77648026,0.006
211,-17.959965,0.8176599,0.006
212,-17.939491,0.8768522,0.006
213,-17.943277,0.7892424,0.006
214,-17.927805,0.8344037,0.006
215,-17.945137,0.85629755,0.006
216,-17.927212,0.86504596,0.006
217,-17.923334,0.8293713,0.006
218,-17.955164,0.86966467,0.006
219,-17.950289,0.8800637,0.006
220,-17.938457,0.7324602,0.006
221,-17.917137,0.74856174,0.006
222,-17.918571,1.1105458,0.006
223,-17.9502,1.0002091,0.006
224,-17.928387,0.82308066,0.006
225,-17.937439,0.93381596,0.006
226,-17.93147,0.87865126,0.006
227,-17.908796,0.75015527,0.006
228,-17.93949,0.9133742,0.006
229,-17.879791,0.81074286,0.006
230,-17.927874,0.9505127,0.006
231,-17.978296,0.761983,0.006
232,-17.973991,0.8119303,0.006
233,-17.914652,0.9667454,0.006
234,-17.932777,0.8433603,0.006
235,-17.922089,0.8443489,0.006
236,-17.941679,0.98458654,0.006
237,-17.90204,0.80806404,0.006
238,-17.9362,0.78046465,0.006
239,-17.96145,0.8889448,0.006
240,-17.913517,0.89782083,0.006
241,-17.918678,0.7938316,0.006
242,-17.926195,0.82388544,0.006
243,-17.932558,0.8635294,0.006
244,-17.933504,0.8628925,0.006
245,-17.96212,0.8265965,0.006
246,-17.923874,0.9769358,0.006
247,-17.953224,0.8215861,0.006
248,-17.951063,0.7420805,0.006
249,-17.90052,1.0668594,0.006
250,-17.91641,0.8518839,0.006
251,-17.95325,0.77254117,0.006
252,-17.949406,0.7785141,0.006
253,-17.919992,0.84721524,0.006
254,-17.939465,0.7753188,0.006
255,-17.913227,0.8213038,0.006
256,-17.950703,0.7125581,0.006
257,-17.92586,0.80792683,0.006
258,-17.906082,0.8489035,0.006
259,-17.962473,0.8692102,0.006
260,-17.981743,0.7340039,0.006
261,-17.96821,0.9520539,0.006
262,-17.956,0.88623905,0.006
263,-17.91647,0.759672,0.006
264,-17.930227,0.78456426,0.006
265,-17.960896,0.7391952,0.006
266,-17.926485,0.8206638,0.006
267,-17.933296,0.8303357,0.006
268,-17.956076,0.80712396,0.006
269,-17.908466,0.77339673,0.006
270,-17.945671,0.76954645,0.006
271,-17.916391,0.78296953,0.006
272,-17.917835,0.8738109,0.006
273,-17.937668,0.81762373,0.006
274,-17.912333,0.7892861,0.006
275,-17.931217,0.913017,0.006
276,-17.960974,0.80244887,0.006
277,-17.93914,0.8055839,0.006
278,-17.93116,0.7850041,0.006
279,-17.944128,0.782765,0.006
280,-17.946692,0.8995107,0.006
281,-17.908339,0.7376675,0.006
282,-17.925602,0.86150235,0.006
283,-17.933945,0.88657826,0.006
284,-17.929691,0.7872236,0.006
285,-17.963266,0.73140484,0.006
286,-17.935577,0.72403574,0.006
287,-17.914795,0.9169793,0.006
288,-17.963223,0.78137356,0.006
289,-17.91574,0.7911756,0.006
290,-17.922714,0.79567,0.006
291,-17.910692,0.8290622,0.006
292,-17.964539,0.8479501,0.006
293,-17.926231,0.75603527,0.006
294,-17.916245,0.8258615,0.006
295,-17.968355,0.7820494,0.006
296,-17.935028,0.863851,0.006
297,-17.917643,0.82502615,0.006
298,-17.984324,0.8331252,0.006
299,-17.953661,0.7851437,0.006
300,-17.938454,0.81214476,0.006
301,-17.931273,0.8057026,0.006
302,-17.95418,0.73832715,0.006
303,-17.927729,0.7561998,0.006
304,-17.935429,0.9230312,0.006
305,-17.90924,0.9130518,0.006
306,-17.958097,0.8537235,0.006
307,-17.924612,0.977741,0.006
308,-17.922318,0.7427267,0.006
309,-17.974676,1.1000136,0.006
310,-17.938889,0.80679125,0.006
311,-17.954784,0.87233627,0.006
312,-17.936394,0.8488342,0.006
313,-17.922844,0.92396855,0.006
314,-17.898005,0.8488653,0.006
315,-17.921864,0.79788643,0.006
316,-17.925604,0.9633629,0.006
317,-17.945074,0.78007686,0.006
318,-17.978735,0.79540175,0.006
319,-17.907997,0.7516856,0.006
320,-17.954165,0.74180084,0.006
321,-17.917925,0.95254797,0.006
322,-17.95061,0.7727744,0.006
323,-17.930925,0.80235046,0.006
324,-17.955671,0.8160643,0.006
325,-17.962805,0.82269275,0.006
326,-17.940083,0.7900759,0.006
327,-17.926565,0.85868716,0.006
328,-17.957375,0.76006234,0.006
329,-17.92692,0.8876659,0.006
330,-17.891459,1.1043518,0.006
331,-17.926306,0.7316061,0.006
332,-17.924137,0.7979789,0.006
333,-17.914051,0.7036929,0.006
334,-17.93891,0.8086662,0.006
335,-17.955187,0.8601835,0.006
336,-17.91841,0.8083945,0.006
337,-17.970491,0.7985129,0.006
338,-17.92854,0.84880704,0.006
339,-17.945934,0.78066003,0.006
340,-17.906704,0.76680636,0.006
341,-17.965805,0.81395036,0.006
342,-17.935331,0.76392686,0.006
343,-17.930862,0.7322066,0.006
344,-17.931513,0.7971743,0.006
345,-17.90613,0.92383176,0.006
346,-17.928516,0.79938823,0.006
347,-17.9227,0.9164987,0.006
348,-17.923273,0.7971014,0.006
349,-17.927202,0.9186693,0.006
350,-17.969927,0.8572739,0.006
351,-17.924543,0.7364467,0.006
352,-17.958485,0.7693736,0.006
353,-17.954342,0.7565484,0.006
354,-17.943867,0.85388875,0.006
355,-17.924555,0.7998184,0.006
356,-17.943203,0.78715914,0.006
357,-17.934649,0.76511586,0.006
358,-17.947811,0.76328653,0.006
359,-17.945894,0.8706077,0.006
360,-17.944757,0.783172,0.006
361,-17.917402,0.9308485,0.006
362,-17.954456,0.78997993,0.006
363,-17.915224,0.78228164,0.006
364,-17.94913,0.85078716,0.006
365,-17.91725,0.8846755,0.006
366,-17.946844,0.7587059,0.006
367,-17.952362,0.9895858,0.006
368,-17.92601,0.939298,0.006
369,-17.924358,0.76535076,0.006
370,-17.940296,0.83364487,0.006
371,-17.929825,0.80994815,0.006
372,-17.951519,0.6997033,0.006
373,-17.925737,0.88667786,0.006
374,-17.947237,0.7677157,0.006
375,-17.901604,0.9508571,0.006
376,-17.934511,0.94984376,0.006
377,-17.944038,0.7995368,0.006
378,-17.96192,0.83363736,0.006
379,-17.927462,0.8224212,0.006
380,-17.91659,0.93149716,0.006
381,-17.951292,0.81320167,0.006
382,-17.937325,0.77478194,0.006
383,-17.939577,0.82980484,0.006
384,-17.891788,0.8930696,0.006
385,-17.92599,0.81573147,0.006
386,-17.921032,0.9100766,0.006
387,-17.938505,0.89313436,0.006
388,-17.908367,0.8737796,0.006
389,-17.942327,0.80272627,0.006
390,-17.926308,0.8468488,0.006
391,-17.911491,0.81339645,0.006
392,-17.953672,0.8002757,0.006
393,-17.91678,0.74838513,0.006
394,-17.918587,0.84718865,0.006
395,-17.925621,0.8989932,0.006
396,-17.927784,0.80657,0.006
397,-17.96177,0.8626569,0.006
398,-17.927757,0.90225697,0.006
399,-17.920828,0.93909216,0.006
400,-17.939262,0.87287784,0.006
401,-17.923395,0.90452707,0.006
402,-17.93397,0.868104,0.006
403,-17.938484,0.99062157,0.006
404,-17.927794,1.0268464,0.006
405,-17.975698,0.7452594,0.006
406,-17.973799,0.8028116,0.006
407,-17.956709,0.77834785,0.006
408,-17.938343,0.84842205,0.006
409,-17.907742,0.87418973,0.006
410,-17.939758,0.8061673,0.006
411,-17.937487,0.7935899,0.006
412,-17.945314,0.76455325,0.006
413,-17.931807,0.8436713,0.006
414,-17.92856,0.9366862,0.006
415,-17.898378,0.84592104,0.006
416,-17.944622,0.788543,0.006
417,-17.94538,0.8243321,0.006
418,-17.876766,0.94717294,0.006
419,-17.928612,0.7805996,0.006
420,-17.918941,0.8062137,0.006
421,-17.930412,0.89074767,0.006
422,-17.910969,0.8259843,0.006
423,-17.916018,0.7768972,0.006
424,-17.923944,0.81068766,0.006
425,-17.926447,0.9147037,0.006
426,-17.935476,0.8700767,0.006
427,-17.918884,0.86755645,0.006
428,-17.919813,0.82390875,0.006
429,-17.925425,0.77817476,0.006
430,-17.924995,0.74004334,0.006
431,-17.947762,0.83860886,0.006
432,-17.920782,0.8689808,0.006
433,-17.911558,0.82851684,0.006
434,-17.938772,0.8232426,0.006
435,-17.95001,0.85286385,0.006
436,-17.914099,0.8378677,0.006
437,-17.944664,0.8346419,0.006
438,-17.89908,0.86990124,0.006
439,-17.948933,0.8295809,0.006
440,-17.95185,0.7851197,0.006
441,-17.92215,0.9747928,0.006
442,-17.940313,0.85812086,0.006
443,-17.939404,0.68846047,0.006
444,-17.930485,0.80911124,0.006
445,-17.943087,0.7521787,0.006
446,-17.922308,1.040348,0.006
447,-17.933966,0.9017032,0.006
448,-17.899305,0.8317183,0.006
449,-17.957094,0.8341962,0.006
450,-17.923683,0.90295625,0.006
451,-17.962095,0.8457164,0.006
452,-17.94712,0.9542018,0.006
453,-17.935081,0.74176025,0.006
454,-17.927402,0.8405923,0.006
455,-17.919495,0.85341376,0.006
456,-17.975666,0.82640415,0.006
457,-17.9394,0.7404498,0.006
458,-17.952227,0.79727894,0.006
459,-17.950386,0.93448246,0.006
460,-17.96598,0.7431497,0.006
461,-17.927208,0.8923029,0.006
462,-17.987173,0.7753012,0.006
463,-17.931917,0.79966414,0.006
464,-17.942059,0.80790323,0.006
465,-17.936176,0.7653262,0.006
466,-17.928814,0.80997384,0.006
467,-17.902164,0.8940964,0.006
468,-17.948126,0.74798566,0.006
469,-17.91799,0.88306564,0.006
470,-17.926563,0.8849586,0.006
471,-17.915682,0.86513627,0.006
472,-17.931465,0.75530076,0.006
473,-17.888552,0.9115356,0.006
474,-17.945957,0.8340467,0.006
475,-17.965124,0.86126924,0.006
476,-17.940275,0.7825685,0.006
477,-17.936567,0.85717463,0.006
478,-17.947157,0.8749784,0.006
479,-17.922438,0.7999153,0.006
480,-17.967878,0.71887195,0.006
481,-17.954243,0.96750855,0.006
482,-17.941864,0.87827533,0.006
483,-17.940054,0.8199405,0.006
484,-17.928776,0.77142423,0.006
485,-17.951384,0.7557642,0.006
486,-17.91514,0.8345444,0.006
487,-17.944502,0.7936985,0.006
488,-17.954422,0.7635923,0.006
489,-17.944101,0.89959824,0.006
490,-17.947317,0.822296,0.006
491,-17.944063,0.77892095,0.006
492,-17.946733,0.8972456,0.006
493,-17.937735,0.84984833,0.006
494,-17.949327,0.7610355,0.006
495,-17.959782,0.7671582,0.006
496,-17.948057,0.8198269,0.006
497,-17.922606,0.9521341,0.006
498,-17.928259,0.8767745,0.006
499,-17.929298,0.9226404,0.006
500,-17.952492,0.7424242,0.006
501,-17.93554,0.8467399,0.006
502,-17.910387,0.8015182,0.006
503,-17.95131,0.83306146,0.006
504,-17.891438,0.86464226,0.006
505,-17.913202,0.92005414,0.006
506,-17.927086,0.84837383,0.006
507,-17.939152,0.81786096,0.006
508,-17.918152,0.8462796,0.006
509,-17.936796,0.7701536,0.006
510,-17.947437,0.8525004,0.006
511,-17.903433,0.976044,0.006
512,-17.922474,0.8074631,0.006
513,-17.92211,0.83507806,0.006
514,-17.917421,0.9529414,0.006
515,-17.927153,0.7855169,0.006
516,-17.915054,0.93238366,0.006
517,-17.922316,0.859,0.006
518,-17.953274,0.8439086,0.006
519,-17.971874,0.79066104,0.006
520,-17.95968,0.82226676,0.006
521,-17.926844,0.7672603,0.006
522,-17.915102,0.7971171,0.006
523,-17.913145,0.846179,0.006
524,-17.946825,0.7480181,0.006
525,-17.954187,0.82504284,0.006
526,-17.936298,0.7355821,0.006
527,-17.95215,0.7656935,0.006
528,-17.929825,0.87673223,0.006
529,-17.928055,0.856719,0.006
530,-17.964563,0.787179,0.006
531,-17.94157,0.9218649,0.006
532,-17.93293,0.80266947,0.006
533,-17.936613,0.8457519,0.006
534,-17.942568,0.7961138,0.006
535,-17.965841,0.75755405,0.006
536,-17.90845,0.8142535,0.006
537,-17.977402,0.80299443,0.006
538,-17.94334,0.9251637,0.006
539,-17.923038,0.8871153,0.006
540,-17.93969,0.82715917,0.006
541,-17.898853,1.2162943,0.006
542,-17.913767,0.91269016,0.006
543,-17.951637,0.7346237,0.006
544,-17.970573,0.81761163,0.006
545,-17.961493,0.8098711,0.006
546,-17.946548,0.77147585,0.006
547,-17.919792,0.9016513,0.006
548,-17.928797,0.8201263,0.006
549,-17.94616,0.8909852,0.006
550,-17.919476,0.857196,0.006
551,-17.929113,0.8103408,0.006
552,-17.90993,0.9401532,0.006
553,-17.942373,0.8266623,0.006
554,-17.947002,0.9307199,0.006
555,-17.948103,0.7844833,0.006
556,-17.937366,0.8296021,0.006
557,-17.925816,0.8517211,0.006
558,-17.963207,0.7647693,0.006
559,-17.912554,0.7983047,0.006
560,-17.968567,0.76581484,0.006
561,-17.934355,0.7551807,0.006
562,-17.95944,0.8940901,0.006
563,-17.959938,0.7771231,0.006
564,-17.907454,0.9118925,0.006
565,-17.937563,0.8310689,0.006
566,-17.928337,0.7840544,0.006
567,-17.958261,0.7741707,0.006
568,-17.90992,0.89621204,0.006
569,-17.932688,0.8418137,0.006
570,-17.896143,0.8070213,0.006
571,-17.957579,0.79413617,0.006
572,-17.924316,0.86133826,0.006
573,-17.943766,0.738677,0.006
574,-17.926298,0.8255478,0.006
575,-17.946339,0.84981453,0.006
576,-17.94216,0.76855093,0.006
577,-17.960598,0.78274125,0.006
578,-17.923395,0.8534049,0.006
579,-17.973198,0.7334379,0.006
580,-17.919975,0.89999753,0.006
581,-17.918043,0.8279329,0.006
582,-17.921787,0.8906982,0.006
583,-17.938177,0.7622571,0.006
584,-17.898867,0.84556955,0.006
585,-17.903711,0.79031515,0.006
586,-17.927948,0.774032,0.006
587,-17.943958,0.8695586,0.006
588,-17.950722,0.80062056,0.006
589,-17.945446,0.843585,0.006
590,-17.939783,0.7676023,0.006
591,-17.941805,0.96586317,0.006
592,-17.94994,0.7046351,0.006
593,-17.941238,0.8089218,0.006
594,-17.925339,0.7871801,0.006
595,-17.942204,0.9018013,0.006
596,-17.923367,0.75013995,0.006
597,-17.937145,0.8370487,0.006
598,-17.923206,0.88176125,0.006
599,-17.947811,0.82313806,0.006
600,-17.92645,0.90515906,0.006
601,-17.92909,0.9289079,0.006
602,-17.914658,0.8586018,0.006
603,-17.951946,0.83921075,0.006
604,-17.934649,0.8448108,0.006
605,-17.931929,0.8531947,0.006
606,-17.931335,0.8586973,0.006
607,-17.929346,0.90988207,0.006
608,-17.954073,0.77164555,0.006
609,-17.988289,0.740749,0.006
610,-17.959452,0.81329745,0.006
611,-17.946949,0.854165,0.006
612,-17.914883,0.8411818,0.006
613,-17.919722,0.9420241,0.006
614,-17.905874,0.94423366,0.006
615,-17.92677,0.82794577,0.006
616,-17.90075,1.0248358,0.006
617,-17.962917,0.75420207,0.006
618,-17.93596,0.8201515,0.006
619,-17.933165,0.78439915,0.006
620,-17.96178,0.7636124,0.006
621,-17.923937,0.8118465,0.006
622,-17.955872,0.8194188,0.006
623,-17.919062,0.81357574,0.006
624,-17.941736,0.8603168,0.006
625,-17.934536,0.811115,0.006
626,-17.912214,0.9455921,0.006
627,-17.93195,0.83913434,0.006
628,-17.987165,0.82399845,0.006
629,-17.949608,0.69300514,0.006
630,-17.936426,0.8968262,0.006
631,-17.941132,0.82101107,0.006
632,-17.93134,0.86688936,0.006
633,-17.93907,0.8292801,0.006
634,-17.936953,0.7824586,0.006
635,-17.974136,0.76625496,0.006
636,-17.932102,0.78495294,0.006
637,-17.931889,0.819982,0.006
638,-17.953348,0.7546164,0.006
639,-17.940273,0.78534174,0.006
640,-17.934261,0.80041975,0.006
641,-17.939272,0.79278547,0.006
642,-17.931122,0.8530365,0.006
643,-17.947138,0.79529184,0.006
644,-17.956844,0.79441875,0.006
645,-17.917562,0.84015226,0.006
646,-17.92127,0.8398013,0.006
647,-17.92274,0.8079261,0.006
648,-17.907347,0.79953074,0.006
649,-17.940706,0.85929435,0.006
650,-17.926096,0.87849736,0.006
651,-17.920418,0.83052915,0.006
652,-17.959246,0.7289385,0.006
653,-17.934504,0.8115433,0.006
654,-17.91347,0.8757346,0.006
655,-17.958042,0.791845,0.006
656,-17.94705,0.7576732,0.006
657,-17.94744,0.75473154,0.006
658,-17.938213,1.1020218,0.006
659,-17.963531,0.7954605,0.006
660,-17.929026,0.8265116,0.006
661,-17.91472,0.74683857,0.006
662,-17.922102,0.80296284,0.006
663,-17.9451,0.85678136,0.006
664,-17.939835,0.8248044,0.006
665,-17.943998,0.798217,0.006
666,-17.969097,0.7697976,0.006
667,-17.954824,0.76711637,0.006
668,-17.957035,0.897444,0.006
669,-17.949814,0.75439835,0.006
670,-17.933922,0.9103171,0.006
671,-17.939,0.82372665,0.006
672,-17.91098,0.833958,0.006
673,-17.930466,0.84424454,0.006
674,-17.97458,0.747897,0.006
675,-17.935345,0.7889914,0.006
676,-17.970673,0.9320343,0.006
677,-17.956778,0.7574991,0.006
678,-17.942875,0.8137689,0.006
679,-17.926702,0.7567796,0.006
680,-17.920176,0.7951617,0.006
681,-17.906075,0.7580093,0.006
682,-17.933825,0.8109157,0.006
683,-17.927618,0.78913796,0.006
684,-17.917786,0.7890929,0.006
685,-17.946281,0.81197995,0.006
686,-17.913765,0.8670207,0.006
687,-17.960234,0.8358035,0.006
688,-17.921556,0.8747708,0.006
689,-17.93578,0.810989,0.006
690,-17.930075,0.87527907,0.006
691,-17.952358,0.82199717,0.006
692,-17.926218,0.9102269,0.006
693,-17.96679,0.7826473,0.006
694,-17.956924,0.75943786,0.006
695,-17.944393,0.8264281,0.006
696,-17.943762,0.9898994,0.006
697,-17.92648,0.7672764,0.006
698,-17.942871,0.7300842,0.006
699,-17.941845,0.87106645,0.006
700,-17.900188,0.9150716,0.006
701,-17.921812,0.85327965,0.006
702,-17.928892,0.82886916,0.006
703,-17.936867,0.84874314,0.006
704,-17.967997,0.8203013,0.006
705,-17.937489,0.8046089,0.006
706,-17.968851,0.8349689,0.006
707,-17.947996,0.77921754,0.006
708,-17.94037,0.7785881,0.006
709,-17.939098,0.86090875,0.006
710,-17.930115,0.8304203,0.006
711,-17.927734,0.80421984,0.006
712,-17.936,0.7447791,0.006
713,-17.94623,0.8434984,0.006
714,-17.954008,0.8479926,0.006
715,-17.950754,0.78549635,0.006
716,-17.920176,0.7815287,0.006
717,-17.96547,0.7300747,0.006
718,-17.898375,0.9531833,0.006
719,-17.93988,0.8921506,0.006
720,-17.940891,0.7922856,0.006
721,-17.926899,0.7374227,0.006
722,-17.9635,0.77328503,0.006
723,-17.943546,0.75954556,0.006
724,-17.947653,0.8188071,0.006
725,-17.94879,0.8545085,0.006
726,-17.952297,0.7605057,0.006
727,-17.924135,0.8346028,0.006
728,-17.900023,0.8317962,0.006
729,-17.964191,0.805243,0.006
730,-17.929579,0.79159296,0.006
731,-17.980644,0.781502,0.006
732,-17.951344,0.8747328,0.006
733,-17.960625,0.7903789,0.006
734,-17.938492,0.8823106,0.006
735,-17.947172,0.76899314,0.006
736,-17.943836,0.87377524,0.006
737,-17.974451,0.8742201,0.006
738,-17.941689,0.8318234,0.006
739,-17.930176,0.87617815,0.006
740,-17.970106,0.74371195,0.006
741,-17.927706,0.74142987,0.006
742,-17.961668,0.73607427,0.006
743,-17.954262,0.92656624,0.006
744,-17.932728,0.81461483,0.006
745,-17.913794,0.8634998,0.006
746,-17.946117,0.8279164,0.006
747,-17.96209,0.904294,0.006
748,-17.92682,0.88823444,0.006
749,-17.939478,0.7497589,0.006
750,-17.940622,0.7735311,0.006
751,-17.905785,0.83694607,0.006
752,-17.918583,0.750414,0.006
753,-17.936762,0.877049,0.006
754,-17.944551,0.7790828,0.006
755,-17.936934,0.82079685,0.006
756,-17.940456,0.7375671,0.006
757,-17.954391,0.77570844,0.006
758,-17.927704,0.86816037,0.006
759,-17.969164,0.81959933,0.006
760,-17.895512,0.7834063,0.006
761,-17.922594,1.0117491,0.006
762,-17.938269,0.7573561,0.006
763,-17.94712,0.8715078,0.006
764,-17.935886,0.85796314,0.006
765,-17.941593,0.811454,0.006
766,-17.937124,0.7715886,0.006
767,-17.948473,0.83108115,0.006
768,-17.910976,0.84697497,0.006
769,-17.971647,0.7829475,0.006
770,-17.947914,0.78364116,0.006
771,-17.938011,0.8458861,0.006
772,-17.912857,0.9992263,0.006
773,-17.945478,0.7791923,0.006
774,-17.898523,0.8327327,0.006
775,-17.947117,0.78213143,0.006
776,-17.921547,0.8225248,0.006
777,-17.92872,0.9304598,0.006
778,-17.943602,0.7440834,0.006
779,-17.92828,0.75558966,0.006
780,-17.959938,0.75179374,0.006
781,-17.91482,0.89747584,0.006
782,-18.003914,0.77605075,0.006
783,-17.93783,0.79497814,0.006
784,-17.936718,0.8768123,0.006
785,-17.928402,0.97233933,0.006
786,-17.929583,0.75341344,0.006
787,-17.924044,0.90644467,0.006
788,-17.923496,0.97396755,0.006
789,-17.94144,0.824411,0.006
790,-17.977564,0.7569284,0.006
791,-17.925882,0.7981244,0.006
792,-17.934511,0.8477473,0.006
793,-17.93366,0.82361305,0.006
794,-17.926687,0.8230828,0.006
795,-17.94125,0.7868466,0.006
796,-17.938938,0.81289107,0.006
797,-17.94304,0.7668737,0.006
798,-17.93552,0.7896476,0.006
799,-17.941444,0.9356969,0.006
800,-17.97863,0.7532242,0.006
801,-17.950523,0.83094245,0.006
802,-17.968006,0.7854708,0.006
803,-17.957918,0.7817218,0.006
804,-17.940643,0.7469648,0.006
805,-17.915964,0.7470993,0.006
806,-17.95684,0.7750901,0.006
807,-17.97106,0.7502532,0.006
808,-17.973667,0.7284384,0.006
809,-17.906929,0.82528263,0.006
810,-17.982895,0.90079165,0.006
811,-17.968153,1.0101563,0.006
812,-17.958992,0.6933098,0.006
813,-17.92772,0.81774306,0.006
814,-17.95703,0.7689322,0.006
815,-17.912867,0.7835479,0.006
816,-17.946882,0.7932648,0.006
817,-17.935242,0.821529,0.006
818,-17.977064,0.7360885,0.006
819,-17.950668,0.78066313,0.006
820,-17.907719,0.83015996,0.006
821,-17.926226,0.80210185,0.006
822,-17.94031,0.7906124,0.006
823,-17.888107,0.8236313,0.006
824,-17.898222,0.9361959,0.006
825,-17.961771,0.7289369,0.006
826,-17.938507,0.76475304,0.006
827,-17.952368,0.8147625,0.006
828,-17.94202,0.83916575,0.006
829,-17.963923,0.8078481,0.006
830,-17.912415,0.8520055,0.006
831,-17.94787,0.77792335,0.006
832,-17.962389,0.8904364,0.006
833,-17.925375,0.909357,0.006
834,-17.971745,0.86249566,0.006
835,-17.961863,0.7635579,0.006
836,-17.936197,0.7689598,0.006
837,-17.9357,0.9477275,0.006
838,-17.935404,0.787821,0.006
839,-17.924078,0.75176704,0.006
840,-17.938057,0.7887641,0.006
841,-17.922537,0.96854746,0.006
842,-17.942005,0.7602053,0.006
843,-17.953087,0.8423971,0.006
844,-17.970882,0.792835,0.006
845,-17.941465,0.8077033,0.006
846,-17.93582,0.6929523,0.006
